timestamp,metric,value,num_threads,test_case,run_name,tags
1500404789000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-18-12-06-29,{}
1500404918000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-18-12-08-38,{}
1500439739000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-18-21-48-59,{}
1500439834000,jmeter.latency.p90,1.66666666667,4,solrtermquery,debug-2017-07-18-21-50-34,{}
1500439929000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-18-21-52-09,{}
1500526222000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-19-21-50-22,{}
1500526317000,jmeter.latency.p90,1.66666666667,4,solrtermquery,debug-2017-07-19-21-51-57,{}
1500526412000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-19-21-53-32,{}
1500612546000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-20-21-49-06,{}
1500612641000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-20-21-50-41,{}
1500612737000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-20-21-52-17,{}
1500699026000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-21-21-50-26,{}
1500699120000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-21-21-52-00,{}
1500699216000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-21-21-53-36,{}
1500785420000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-22-21-50-20,{}
1500785515000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-22-21-51-55,{}
1500785610000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-22-21-53-30,{}
1500871826000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-23-21-50-26,{}
1500871921000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-23-21-52-01,{}
1500872016000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-23-21-53-36,{}
1500958889000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-24-22-00-03,{}
1500959074000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-24-22-03-08,{}
1500959260000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-24-22-06-14,{}
1501045284000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-25-21-59-59,{}
1501045469000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-25-22-03-04,{}
1501045655000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-25-22-06-09,{}
1501131691000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-26-22-00-05,{}
1501131876000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-26-22-03-10,{}
1501132061000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-26-22-06-16,{}
1501218081000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-27-21-59-55,{}
1501218266000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-27-22-03-00,{}
1501218452000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-27-22-06-06,{}
1501304488000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-28-22-00-02,{}
1501304673000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-28-22-03-07,{}
1501304858000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-28-22-06-12,{}
1501390867000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-29-21-59-42,{}
1501391052000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-29-22-02-47,{}
1501391238000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-29-22-05-52,{}
1501477284000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-30-21-59-59,{}
1501477470000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-30-22-03-04,{}
1501477655000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-30-22-06-09,{}
1501563682000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-07-31-21-59-56,{}
1501563867000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-07-31-22-03-01,{}
1501564052000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-07-31-22-06-07,{}
1501650089000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-01-22-00-03,{}
1501650274000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-01-22-03-08,{}
1501650459000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-01-22-06-13,{}
1501736482000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-02-21-59-57,{}
1501736667000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-02-22-03-01,{}
1501736853000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-02-22-06-07,{}
1501822885000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-03-21-59-59,{}
1501823069000,jmeter.latency.p90,1.66666666667,4,solrtermquery,debug-2017-08-03-22-03-04,{}
1501823255000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-03-22-06-09,{}
1501909287000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-04-22-00-01,{}
1501909473000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-04-22-03-07,{}
1501909658000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-04-22-06-12,{}
1501995642000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-05-21-59-17,{}
1501995827000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-05-22-02-21,{}
1501996013000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-05-22-05-27,{}
1502082087000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-06-22-00-01,{}
1502082272000,jmeter.latency.p90,1.66666666667,4,solrtermquery,debug-2017-08-06-22-03-06,{}
1502082457000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-06-22-06-11,{}
1502168439000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-07-21-59-13,{}
1502168624000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-07-22-02-18,{}
1502168809000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-07-22-05-24,{}
1502254885000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-08-21-59-59,{}
1502255070000,jmeter.latency.p90,1.66666666667,4,solrtermquery,debug-2017-08-08-22-03-04,{}
1502255255000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-08-22-06-09,{}
1502341247000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-09-21-59-21,{}
1502341432000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-09-22-02-26,{}
1502341617000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-09-22-05-32,{}
1502427686000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-10-22-00-01,{}
1502427871000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-10-22-03-05,{}
1502428057000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-10-22-06-11,{}
1502514041000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-11-21-59-16,{}
1502514226000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-11-22-02-20,{}
1502514412000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-11-22-05-26,{}
1502600447000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-12-21-59-22,{}
1502600632000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-12-22-02-26,{}
1502600817000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-12-22-05-32,{}
1502686885000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-13-21-59-59,{}
1502687070000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-13-22-03-04,{}
1502687255000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-13-22-06-10,{}
1502773282000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-14-21-59-56,{}
1502773467000,jmeter.latency.p90,1.66666666667,4,solrtermquery,debug-2017-08-14-22-03-01,{}
1502773652000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-14-22-06-06,{}
1502859645000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-15-21-59-19,{}
1502859830000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-15-22-02-24,{}
1502860016000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-15-22-05-30,{}
1502946083000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-16-21-59-58,{}
1502946268000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-16-22-03-02,{}
1502946453000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-16-22-06-08,{}
1503032498000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-17-22-00-12,{}
1503032683000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-17-22-03-17,{}
1503032869000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-17-22-06-23,{}
1503118896000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-18-22-00-10,{}
1503119082000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-18-22-03-16,{}
1503119268000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-18-22-06-22,{}
1503205249000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-19-21-59-23,{}
1503205434000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-19-22-02-28,{}
1503205620000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-19-22-05-34,{}
1503291698000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-20-22-00-12,{}
1503291883000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-20-22-03-17,{}
1503292069000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-20-22-06-23,{}
1503378051000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-21-21-59-25,{}
1503378236000,jmeter.latency.p90,1.66666666667,4,solrtermquery,debug-2017-08-21-22-02-30,{}
1503378422000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-21-22-05-36,{}
1503464414000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-22-21-58-48,{}
1503464600000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-22-22-01-54,{}
1503464785000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-22-22-05-00,{}
1503550811000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-23-21-58-45,{}
1503550996000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-23-22-01-50,{}
1503551182000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-23-22-04-56,{}
1503637252000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-24-21-59-27,{}
1503637437000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-24-22-02-32,{}
1503637623000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-24-22-05-37,{}
1503723651000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-25-21-59-25,{}
1503723836000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-25-22-02-30,{}
1503724022000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-25-22-05-36,{}
1503810053000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-26-21-59-27,{}
1503810238000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-26-22-02-33,{}
1503810424000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-26-22-05-39,{}
1503896497000,jmeter.latency.p90,2.0,1,solrtermquery,debug-2017-08-27-22-00-11,{}
1503896682000,jmeter.latency.p90,2.0,4,solrtermquery,debug-2017-08-27-22-03-16,{}
1503896868000,jmeter.latency.p90,2.0,16,solrtermquery,debug-2017-08-27-22-06-22,{}
